student_id,archetype,t,true_state,state_name,concept_coverage,semantic_correctness,misconception_score,explanation_depth,response_effort,attention,confidence,difficulty
134,inconsistent,5,4,Confident,0.8507,1.0,0.0969,0.6947,0.7051,0.9473,0.97,0.1125
135,strong,0,3,Understanding,0.7234,0.6938,0.2391,0.6062,0.8209,0.5332,0.591,0.5864
135,strong,1,4,Confident,0.8027,0.761,0.1067,0.7252,0.7178,0.9139,0.7793,0.0
135,strong,2,4,Confident,0.881,0.6637,0.0203,0.6329,0.9468,1.0,0.7124,0.2834
135,strong,3,4,Confident,0.8491,1.0,0.0033,0.7657,0.6369,0.949,0.4258,0.1924
135,strong,4,3,Understanding,0.6339,0.7864,0.2402,0.4806,0.9512,0.565,0.8175,0.4695
135,strong,5,4,Confident,0.8391,0.8466,0.0708,0.6896,0.7219,0.6998,0.692,0.1437
135,strong,6,4,Confident,0.838,0.8932,0.0621,1.0,0.4847,0.861,0.8508,0.356
136,disengaged,0,0,Not Trying,0.0,0.2114,0.0,0.1432,0.0572,0.1367,0.2698,0.4793
136,disengaged,1,2,Struggling but Trying,0.7733,0.622,0.2435,0.6256,0.8308,0.6797,0.2361,0.7418
136,disengaged,2,0,Not Trying,0.0,0.0779,0.1573,0.055,0.23,0.0165,0.6058,0.3001
136,disengaged,3,3,Understanding,0.6941,0.5866,0.1161,0.6412,0.6765,0.6405,0.7062,0.4087
136,disengaged,4,3,Understanding,0.682,0.6035,0.0,0.6293,0.5477,0.5745,0.7186,0.2189
136,disengaged,5,3,Understanding,0.716,0.6956,0.0165,0.7417,0.6997,0.6608,0.676,0.2312
136,disengaged,6,0,Not Trying,0.0,0.185,0.0997,0.1759,0.0,0.2747,0.2852,0.3774
136,disengaged,7,0,Not Trying,0.0434,0.0871,0.1042,0.0345,0.0416,0.1464,0.1304,0.5097
136,disengaged,8,0,Not Trying,0.0,0.1259,0.1734,0.0723,0.0,0.1257,0.3827,0.1884
137,hardworking_struggler,0,1,Unclear,0.467,0.5177,0.4206,0.3428,0.1265,0.5204,0.2786,0.5938
137,hardworking_struggler,1,2,Struggling but Trying,0.4029,0.5869,0.1064,0.559,0.6445,0.7467,0.4396,0.6047
137,hardworking_struggler,2,2,Struggling but Trying,0.4288,0.4339,0.2529,0.5315,0.6579,0.8009,0.3638,0.6705
137,hardworking_struggler,3,2,Struggling but Trying,0.4915,0.4617,0.3146,0.4268,0.6976,0.7584,0.2379,0.8004
137,hardworking_struggler,4,2,Struggling but Trying,0.4145,0.4431,0.5959,0.4705,0.5018,0.592,0.4987,0.9237
137,hardworking_struggler,5,3,Understanding,0.8279,0.7742,0.1011,0.6187,0.7217,0.8641,0.7016,0.362
138,disengaged,0,0,Not Trying,0.0,0.2369,0.154,0.0828,0.073,0.3167,0.3934,0.5343
138,disengaged,1,0,Not Trying,0.0886,0.1433,0.0692,0.3715,0.0,0.3246,0.1879,0.5171
138,disengaged,2,0,Not Trying,0.0,0.0776,0.0982,0.0,0.1661,0.1305,0.385,0.3272
138,disengaged,3,1,Unclear,0.2271,0.1931,0.5018,0.1164,0.2255,0.5538,0.2738,0.5026
138,disengaged,4,0,Not Trying,0.0,0.1304,0.0791,0.1352,0.1155,0.0925,0.2576,0.4705
138,disengaged,5,0,Not Trying,0.0,0.3518,0.0241,0.049,0.0,0.0312,0.1863,0.3738
138,disengaged,6,0,Not Trying,0.0,0.2196,0.0217,0.0,0.0128,0.3291,0.3279,0.487
138,disengaged,7,1,Unclear,0.1357,0.2222,0.4807,0.3637,0.2466,0.4266,0.2427,0.5848
138,disengaged,8,1,Unclear,0.2212,0.5581,0.475,0.4571,0.4306,0.4451,0.4277,0.6547
139,hardworking_struggler,0,0,Not Trying,0.224,0.0066,0.2838,0.0277,0.0,0.1022,0.0854,0.585
139,hardworking_struggler,1,1,Unclear,0.2669,0.4634,0.2828,0.2678,0.1936,0.4495,0.6846,0.8011
139,hardworking_struggler,2,1,Unclear,0.1888,0.3457,0.363,0.2497,0.4136,0.3761,0.2254,0.7481
139,hardworking_struggler,3,2,Struggling but Trying,0.5229,0.4986,0.1172,0.5631,0.5478,0.8901,0.3677,0.9906
139,hardworking_struggler,4,4,Confident,0.7739,0.6479,0.0,0.6534,0.9691,0.7987,0.9713,0.2129
139,hardworking_struggler,5,3,Understanding,0.6967,0.8107,0.1512,0.5231,0.8947,0.7119,0.5908,0.0822
139,hardworking_struggler,6,3,Understanding,0.7101,0.71,0.0797,0.581,0.6557,0.8102,0.7331,0.42
139,hardworking_struggler,7,3,Understanding,0.6921,0.6496,0.1398,0.4869,0.7279,0.5495,0.5164,0.1876
140,hardworking_struggler,0,2,Struggling but Trying,0.5144,0.7352,0.3404,0.4582,0.6747,0.8001,0.3177,0.6774
140,hardworking_struggler,1,1,Unclear,0.3526,0.1853,0.2682,0.2443,0.4219,0.6486,0.7013,0.6395
140,hardworking_struggler,2,2,Struggling but Trying,0.5089,0.4318,0.2859,0.5002,0.4354,0.816,0.3763,0.9153
140,hardworking_struggler,3,2,Struggling but Trying,0.3245,0.4742,0.0909,0.4047,0.8263,0.7678,0.5199,0.4943
140,hardworking_struggler,4,0,Not Trying,0.0024,0.2456,0.1673,0.1271,0.245,0.1521,0.4736,0.3643
141,inconsistent,0,2,Struggling but Trying,0.4601,0.6072,0.2941,0.5567,0.8111,0.7139,0.3082,0.8117
141,inconsistent,1,0,Not Trying,0.0093,0.1417,0.2595,0.0,0.0034,0.0,0.2945,0.5854
141,inconsistent,2,3,Understanding,0.7108,0.7956,0.1931,0.7836,0.8181,0.9541,0.6279,0.2775
141,inconsistent,3,2,Struggling but Trying,0.5281,0.657,0.4281,0.7835,0.8244,0.8297,0.22,0.7901
141,inconsistent,4,3,Understanding,0.7212,0.7055,0.1672,0.6383,0.8122,0.396,0.6747,0.6063
141,inconsistent,5,1,Unclear,0.3232,0.5185,0.3669,0.3003,0.4135,0.4996,0.2483,0.633
142,hardworking_struggler,0,0,Not Trying,0.014,0.0933,0.1505,0.1437,0.0,0.0326,0.4241,0.3212
142,hardworking_struggler,1,0,Not Trying,0.2117,0.3119,0.1738,0.1351,0.3302,0.0,0.2396,0.6103
142,hardworking_struggler,2,2,Struggling but Trying,0.574,0.4961,0.3132,0.517,0.6873,0.7289,0.4353,0.6493
142,hardworking_struggler,3,2,Struggling but Trying,0.5153,0.6099,0.1871,0.3461,0.7495,1.0,0.5646,0.6779
142,hardworking_struggler,4,3,Understanding,0.7728,0.5632,0.257,0.6299,0.6891,0.7531,0.7988,0.3518
143,hardworking_struggler,0,2,Struggling but Trying,0.5687,0.5579,0.4042,0.6244,1.0,0.7235,0.4518,0.693
143,hardworking_struggler,1,3,Understanding,0.6938,0.8719,0.0669,0.8189,0.7712,0.7458,0.7205,0.484
143,hardworking_struggler,2,2,Struggling but Trying,0.4293,0.4298,0.2665,0.348,0.851,0.6394,0.3717,0.8342
143,hardworking_struggler,3,3,Understanding,0.5225,0.6908,0.166,0.6562,0.8613,0.6432,0.3836,0.5553
143,hardworking_struggler,4,3,Understanding,0.5241,0.6841,0.2431,0.4984,0.9803,0.6411,0.6613,0.2915
143,hardworking_struggler,5,1,Unclear,0.2366,0.2011,0.6326,0.2406,0.2907,0.626,0.5859,0.8464
143,hardworking_struggler,6,1,Unclear,0.2714,0.1619,0.4402,0.1038,0.2536,0.4996,0.4079,0.6661
144,disengaged,0,1,Unclear,0.1271,0.5199,0.2697,0.5085,0.5927,0.5666,0.4842,0.2992
144,disengaged,1,0,Not Trying,0.1602,0.2425,0.0,0.0148,0.0,0.2537,0.0552,0.647
144,disengaged,2,0,Not Trying,0.0026,0.2021,0.0783,0.079,0.0,0.2809,0.0866,0.2621
144,disengaged,3,0,Not Trying,0.0289,0.1772,0.035,0.2763,0.0793,0.2303,0.3256,0.6304
144,disengaged,4,0,Not Trying,0.0942,0.2236,0.0,0.0,0.0509,0.1743,0.3754,0.5026
145,disengaged,0,1,Unclear,0.2887,0.1622,0.3848,0.1237,0.304,0.6163,0.3796,0.4861
145,disengaged,1,1,Unclear,0.0999,0.1805,0.3618,0.3672,0.4029,0.5783,0.3485,0.6645
145,disengaged,2,1,Unclear,0.206,0.2179,0.2655,0.3107,0.3359,0.8984,0.175,0.6837
145,disengaged,3,1,Unclear,0.2112,0.3153,0.4345,0.246,0.327,0.4441,0.1679,0.6152
145,disengaged,4,1,Unclear,0.2574,0.4059,0.3265,0.2697,0.1435,0.5702,0.2595,0.7971
145,disengaged,5,1,Unclear,0.2312,0.2477,0.3483,0.3418,0.3121,0.4267,0.4233,0.7647
146,disengaged,0,1,Unclear,0.1733,0.3714,0.3651,0.0733,0.3597,0.5669,0.4328,0.7153
146,disengaged,1,0,Not Trying,0.1777,0.1911,0.0,0.0,0.0877,0.2884,0.2366,0.6073
146,disengaged,2,1,Unclear,0.1458,0.1436,0.2603,0.481,0.5969,0.5305,0.267,0.6712
146,disengaged,3,1,Unclear,0.0937,0.2928,0.4935,0.1745,0.2601,0.5017,0.3868,0.6187
146,disengaged,4,0,Not Trying,0.1108,0.3461,0.0874,0.045,0.2433,0.1286,0.1278,0.5325
146,disengaged,5,0,Not Trying,0.0861,0.1403,0.0,0.043,0.208,0.0396,0.2682,0.4496
146,disengaged,6,2,Struggling but Trying,0.4748,0.5443,0.3433,0.4328,0.5525,0.8341,0.3342,0.989
146,disengaged,7,1,Unclear,0.4491,0.256,0.4069,0.4045,0.441,0.4539,0.5163,0.7001
146,disengaged,8,1,Unclear,0.0962,0.4145,0.324,0.3558,0.3782,0.5235,0.3441,0.8023
147,fast_learner,0,2,Struggling but Trying,0.3176,0.3978,0.3283,0.5384,0.4941,0.7501,0.552,0.6913
147,fast_learner,1,1,Unclear,0.3543,0.4295,0.4522,0.0,0.558,0.5827,0.67,0.5983
147,fast_learner,2,2,Struggling but Trying,0.4507,0.4725,0.3654,0.679,0.7395,0.7687,0.468,0.7167
147,fast_learner,3,3,Understanding,0.8037,0.826,0.2284,0.6298,0.4432,0.7307,0.5515,0.4331
147,fast_learner,4,3,Understanding,0.6979,0.5961,0.0,0.7967,0.5836,0.75,0.7741,0.5689
147,fast_learner,5,4,Confident,0.9103,0.9224,0.1873,0.851,0.5295,0.7313,0.9405,0.1685
148,disengaged,0,1,Unclear,0.3625,0.3317,0.3676,0.4079,0.1733,0.4629,0.4578,0.7085
148,disengaged,1,0,Not Trying,0.0,0.0,0.177,0.1539,0.0368,0.2521,0.3969,0.3942
148,disengaged,2,3,Understanding,0.719,0.7904,0.0034,0.6262,0.6707,0.8043,0.6489,0.379
148,disengaged,3,3,Understanding,0.6461,0.6708,0.0,0.5644,0.7619,0.7917,0.7279,0.5216
148,disengaged,4,1,Unclear,0.1752,0.1881,0.2449,0.2156,0.2331,0.5122,0.5128,0.9002
148,disengaged,5,0,Not Trying,0.2641,0.1144,0.0,0.1764,0.0,0.1018,0.3676,0.4867
149,disengaged,0,0,Not Trying,0.052,0.067,0.0,0.0,0.1071,0.2447,0.1959,0.2126
149,disengaged,1,0,Not Trying,0.0,0.0602,0.1689,0.0,0.0,0.2199,0.6065,0.5974
149,disengaged,2,0,Not Trying,0.0859,0.0,0.0,0.0,0.2676,0.3986,0.3511,0.5176
149,disengaged,3,2,Struggling but Trying,0.4281,0.6792,0.3131,0.4822,0.539,0.9794,0.3909,0.5216
149,disengaged,4,1,Unclear,0.1222,0.3368,0.3707,0.2396,0.4432,0.5102,0.4881,0.6536
149,disengaged,5,1,Unclear,0.1936,0.2597,0.2474,0.2747,0.1437,0.5383,0.1023,0.721
149,disengaged,6,2,Struggling but Trying,0.4119,0.5605,0.5304,0.4206,0.732,0.7059,0.2869,0.6571
149,disengaged,7,2,Struggling but Trying,0.4012,0.7249,0.3416,0.4288,0.706,0.6958,0.504,0.537
150,inconsistent,0,2,Struggling but Trying,0.5733,0.6381,0.353,0.5401,0.8454,0.6512,0.1602,0.8068
150,inconsistent,1,2,Struggling but Trying,0.4435,0.512,0.3248,0.6625,0.8498,0.8254,0.3425,0.764
150,inconsistent,2,2,Struggling but Trying,0.4304,0.7618,0.3182,0.604,0.6653,0.9326,0.4988,0.8498
150,inconsistent,3,2,Struggling but Trying,0.5534,0.6272,0.3283,0.5362,0.8573,0.6825,0.3067,0.7431
150,inconsistent,4,2,Struggling but Trying,0.5328,0.4037,0.2529,0.5244,0.7547,0.7553,0.3912,0.7422
151,strong,0,2,Struggling but Trying,0.4294,0.4531,0.3419,0.3755,0.69,0.7867,0.5391,0.7932
151,strong,1,2,Struggling but Trying,0.4013,0.5886,0.1799,0.5406,0.7489,0.7498,0.7504,0.6963
151,strong,2,4,Confident,0.6784,0.7734,0.1028,0.9045,0.6794,0.7929,0.7336,0.1012
151,strong,3,4,Confident,0.8246,0.6086,0.2265,0.7037,0.7204,1.0,0.8316,0.2288
151,strong,4,4,Confident,0.7165,0.8334,0.0863,0.8367,0.6922,0.8026,0.6112,0.3098
151,strong,5,2,Struggling but Trying,0.6474,0.5007,0.2057,0.5439,0.7107,0.8565,0.4035,0.5862
151,strong,6,3,Understanding,0.7263,0.8383,0.1279,0.7476,0.8215,0.7847,0.5441,0.4754
151,strong,7,4,Confident,0.933,0.9248,0.0037,0.7757,0.7358,0.7933,1.0,0.0
151,strong,8,4,Confident,0.8721,0.7128,0.1172,0.7131,0.7072,1.0,0.9813,0.3247
151,strong,9,4,Confident,0.8635,1.0,0.1302,0.7101,0.582,0.8737,0.8427,0.0642
152,fast_learner,0,3,Understanding,0.7442,0.6392,0.1833,0.5903,0.6481,0.6808,0.797,0.4135
152,fast_learner,1,4,Confident,1.0,0.7761,0.0,0.9253,0.709,0.6874,0.7735,0.1961
152,fast_learner,2,3,Understanding,0.716,0.8284,0.1694,0.6129,0.6532,0.823,0.7567,0.5796
152,fast_learner,3,4,Confident,0.8975,0.9084,0.0116,0.6638,0.6532,0.7687,0.9361,0.4137
152,fast_learner,4,4,Confident,0.8203,0.8142,0.1295,0.7366,0.6984,0.6164,0.9128,0.229
152,fast_learner,5,4,Confident,0.854,0.9627,0.0,0.699,0.9003,0.8099,0.9371,0.3022
152,fast_learner,6,4,Confident,0.8452,0.9332,0.1662,0.9301,0.6077,0.9696,0.8035,0.1518
153,strong,0,4,Confident,0.9638,0.864,0.0,0.715,0.7992,0.7893,0.6712,0.3601
153,strong,1,4,Confident,1.0,0.7097,0.0319,0.716,0.6329,0.7367,1.0,0.2686
153,strong,2,4,Confident,0.6971,0.6779,0.0,0.724,0.7231,0.5046,0.8381,0.3836
153,strong,3,3,Understanding,0.5106,0.6199,0.0346,0.6675,0.5536,0.9687,0.6557,0.434
153,strong,4,4,Confident,0.8784,0.89,0.0,0.6355,0.6768,1.0,0.9323,0.2857
153,strong,5,4,Confident,0.9711,0.7142,0.0,0.7329,0.9845,1.0,0.7913,0.1624
153,strong,6,4,Confident,0.8878,0.8662,0.129,0.9093,0.7263,0.8723,0.7589,0.3198
153,strong,7,4,Confident,0.9259,0.8879,0.0569,0.8953,0.5616,0.6616,0.8149,0.0624
154,hardworking_struggler,0,2,Struggling but Trying,0.4643,0.6029,0.3302,0.4857,0.766,0.8948,0.5551,0.7328
154,hardworking_struggler,1,3,Understanding,0.5282,0.6674,0.0,0.8654,0.7716,0.6674,0.5057,0.5837
154,hardworking_struggler,2,2,Struggling but Trying,0.3482,0.4234,0.3114,0.6245,0.8931,0.9358,0.4001,0.8827
154,hardworking_struggler,3,2,Struggling but Trying,0.2679,0.4329,0.2194,0.4742,0.6349,0.7401,0.4806,0.973
154,hardworking_struggler,4,2,Struggling but Trying,0.3212,0.4209,0.3766,0.5254,0.6631,0.8932,0.5243,0.7476
154,hardworking_struggler,5,3,Understanding,0.727,0.6767,0.0959,0.5885,0.811,0.7825,0.7846,0.6237
154,hardworking_struggler,6,3,Understanding,0.6494,0.804,0.1666,0.9624,0.7372,0.8407,0.6878,0.4371
154,hardworking_struggler,7,3,Understanding,0.7294,0.7521,0.2354,0.6871,0.6445,0.7075,0.478,0.666
154,hardworking_struggler,8,3,Understanding,0.7967,0.7277,0.1504,0.6359,0.6055,0.6241,0.8747,0.4648
155,hardworking_struggler,0,2,Struggling but Trying,0.4545,0.3843,0.2815,0.6205,0.6901,0.7578,0.3775,1.0
155,hardworking_struggler,1,3,Understanding,0.7502,0.6747,0.0559,0.6167,0.7801,0.8442,0.6742,0.5921
155,hardworking_struggler,2,3,Understanding,0.7816,0.6454,0.1694,0.7099,0.6021,0.546,0.387,0.4591
155,hardworking_struggler,3,2,Struggling but Trying,0.3318,0.6046,0.3152,0.7119,0.7945,0.6614,0.4596,0.8371
155,hardworking_struggler,4,1,Unclear,0.1058,0.36,0.2499,0.4345,0.3011,0.7242,0.0739,0.7175
155,hardworking_struggler,5,1,Unclear,0.3652,0.4929,0.261,0.2809,0.3016,0.4111,0.3818,0.5316
155,hardworking_struggler,6,2,Struggling but Trying,0.5016,0.4785,0.2,0.6736,0.8376,0.6646,0.2318,0.6262
155,hardworking_struggler,7,2,Struggling but Trying,0.3174,0.5545,0.3276,0.6448,0.7109,0.6798,0.5195,0.6781
155,hardworking_struggler,8,2,Struggling but Trying,0.295,0.443,0.4009,0.464,0.8477,0.497,0.3273,0.7277
155,hardworking_struggler,9,2,Struggling but Trying,0.3331,0.5671,0.4057,0.4634,0.7052,0.8184,0.2074,0.6908
156,hardworking_struggler,0,2,Struggling but Trying,0.4613,0.5581,0.3772,0.4832,0.9342,0.9711,0.488,0.6404
156,hardworking_struggler,1,3,Understanding,0.6673,0.7061,0.0,0.7094,0.8545,0.8249,0.5621,0.3467
156,hardworking_struggler,2,3,Understanding,0.6847,0.7443,0.1802,0.781,0.5641,0.7788,0.6027,0.4372
156,hardworking_struggler,3,3,Understanding,0.7973,0.8398,0.1626,0.6368,0.6697,0.5245,0.8242,0.4082
156,hardworking_struggler,4,1,Unclear,0.3179,0.2255,0.2577,0.4856,0.3849,0.4245,0.3336,0.8412
156,hardworking_struggler,5,2,Struggling but Trying,0.3034,0.6634,0.3966,0.5317,0.607,0.937,0.4619,0.5605
156,hardworking_struggler,6,2,Struggling but Trying,0.7626,0.5017,0.2258,0.429,0.9627,0.9102,0.583,0.7823
157,hardworking_struggler,0,0,Not Trying,0.1882,0.1819,0.0374,0.0577,0.0,0.0,0.4081,0.4513
157,hardworking_struggler,1,0,Not Trying,0.1331,0.2897,0.1534,0.2814,0.1203,0.2393,0.3313,0.3329
157,hardworking_struggler,2,1,Unclear,0.0055,0.2914,0.3523,0.2052,0.2958,0.7391,0.4935,0.6108
157,hardworking_struggler,3,1,Unclear,0.1223,0.4205,0.325,0.064,0.3621,0.5571,0.4752,0.6905
157,hardworking_struggler,4,2,Struggling but Trying,0.6486,0.5007,0.372,0.4853,0.8328,0.6108,0.3399,0.5929
157,hardworking_struggler,5,3,Understanding,0.825,0.6388,0.1918,0.8321,0.6967,0.8792,0.719,0.4651
158,strong,0,4,Confident,0.7841,0.7482,0.1494,0.9355,0.6856,0.5223,0.7623,0.3212
158,strong,1,3,Understanding,0.718,0.6477,0.2214,0.6912,0.7704,0.7707,0.7182,0.5096
158,strong,2,4,Confident,0.9173,0.9292,0.1655,0.8499,0.6342,0.6945,0.7934,0.2746
158,strong,3,3,Understanding,0.5876,0.587,0.0,0.2757,0.6842,1.0,0.8836,0.3228
158,strong,4,3,Understanding,0.5535,0.5688,0.0003,0.6229,0.6781,0.7829,0.7362,0.4062
158,strong,5,4,Confident,0.7706,0.7156,0.0,0.8779,0.7095,0.5568,0.8418,0.0877
158,strong,6,4,Confident,0.8221,0.9182,0.1589,0.6854,0.7591,0.872,0.865,0.2969
158,strong,7,4,Confident,0.9354,0.8014,0.0849,0.9104,0.8303,0.8453,0.9335,0.3395
158,strong,8,4,Confident,0.8766,0.8664,0.1432,0.7412,0.5898,0.8641,0.8232,0.093
159,strong,0,3,Understanding,0.4463,0.66,0.3041,0.6106,0.7108,0.8492,0.4269,0.4594
159,strong,1,3,Understanding,0.8862,0.5764,0.0818,0.5386,0.5759,0.8966,0.6535,0.3778
159,strong,2,2,Struggling but Trying,0.3937,0.4526,0.1736,0.519,0.7069,0.7015,0.4202,0.7812
159,strong,3,3,Understanding,0.6856,0.9159,0.332,0.5235,0.5903,0.6123,0.7874,0.3982
159,strong,4,4,Confident,1.0,0.849,0.1206,0.8625,0.6794,0.9377,0.7395,0.4242
159,strong,5,4,Confident,0.8322,0.7412,0.0,0.7488,0.4582,0.7697,0.784,0.3527
159,strong,6,3,Understanding,0.6292,0.6541,0.0965,0.8283,0.6013,0.6564,0.5033,0.2573
160,inconsistent,0,2,Struggling but Trying,0.5541,0.7397,0.2926,0.5187,0.594,0.8906,0.4154,0.8347
160,inconsistent,1,2,Struggling but Trying,0.4852,0.5205,0.3139,0.468,0.8927,1.0,0.2557,0.8437
160,inconsistent,2,2,Struggling but Trying,0.5169,0.313,0.2475,0.3924,0.7241,0.909,0.1585,0.7033
160,inconsistent,3,3,Understanding,0.8581,0.7432,0.0023,0.5934,0.8867,0.8429,0.5306,0.4153
160,inconsistent,4,1,Unclear,0.1962,0.179,0.2822,0.4667,0.3043,0.4866,0.3683,0.9884
160,inconsistent,5,3,Understanding,0.8094,0.6402,0.0941,0.6515,0.6071,0.7235,0.7654,0.346
160,inconsistent,6,1,Unclear,0.3209,0.2676,0.4595,0.3087,0.3302,0.2389,0.3014,0.7483
160,inconsistent,7,3,Understanding,0.7568,0.8126,0.0,0.6348,0.8465,0.6346,0.7755,0.5453
160,inconsistent,8,1,Unclear,0.2171,0.2514,0.5275,0.3758,0.3909,0.4463,0.3549,0.7214
160,inconsistent,9,2,Struggling but Trying,0.5234,0.4218,0.1533,0.5601,0.5403,0.7579,0.3338,0.8139
161,inconsistent,0,3,Understanding,0.7348,0.5585,0.2197,0.655,0.6926,0.4981,0.6596,0.56
161,inconsistent,1,3,Understanding,0.8174,0.8133,0.0559,0.8414,0.7054,0.7565,0.6629,0.459
161,inconsistent,2,2,Struggling but Trying,0.4314,0.3636,0.4626,0.7403,0.8522,0.769,0.269,0.6645
161,inconsistent,3,3,Understanding,0.6308,0.4644,0.223,0.8301,0.8991,0.885,0.8062,0.4569
161,inconsistent,4,3,Understanding,0.7028,0.7622,0.1065,0.6283,0.5843,0.6198,0.889,0.6937
161,inconsistent,5,1,Unclear,0.2782,0.2519,0.4143,0.5112,0.1665,0.5603,0.4201,0.7686
162,disengaged,0,0,Not Trying,0.1173,0.1584,0.0368,0.0825,0.1406,0.2282,0.1854,0.4397
162,disengaged,1,0,Not Trying,0.0,0.1814,0.1418,0.1675,0.0,0.1249,0.5021,0.4786
162,disengaged,2,0,Not Trying,0.0325,0.2633,0.2172,0.1836,0.0632,0.0866,0.5503,0.6113
162,disengaged,3,2,Struggling but Trying,0.5924,0.4464,0.4411,0.7274,0.6394,0.8756,0.5017,1.0
162,disengaged,4,3,Understanding,0.8433,0.7017,0.0,0.6356,0.7003,0.6123,0.6906,0.5745
163,disengaged,0,1,Unclear,0.2717,0.461,0.3772,0.1317,0.2825,0.5216,0.4961,0.8687
163,disengaged,1,1,Unclear,0.2631,0.4263,0.2046,0.3516,0.221,0.4919,0.7439,0.7395
163,disengaged,2,1,Unclear,0.2908,0.2983,0.2539,0.5524,0.478,0.5449,0.2991,0.6596
163,disengaged,3,0,Not Trying,0.0807,0.0,0.3421,0.072,0.1012,0.3413,0.3605,0.5971
163,disengaged,4,0,Not Trying,0.0,0.178,0.2432,0.0,0.0,0.3587,0.2406,0.4466
163,disengaged,5,0,Not Trying,0.0435,0.0,0.0461,0.0776,0.0868,0.3505,0.5391,0.6966
163,disengaged,6,0,Not Trying,0.0351,0.0877,0.1018,0.1203,0.1586,0.281,0.2842,0.6023
164,hardworking_struggler,0,1,Unclear,0.1666,0.2642,0.2819,0.3308,0.4124,0.3161,0.2845,0.7316
164,hardworking_struggler,1,1,Unclear,0.2934,0.3193,0.2777,0.3064,0.3971,0.3897,0.3185,0.7608
164,hardworking_struggler,2,1,Unclear,0.0842,0.1963,0.3082,0.1418,0.3083,0.7164,0.1708,0.6633
164,hardworking_struggler,3,3,Understanding,0.7408,0.6632,0.1043,0.7015,0.9035,0.681,0.5515,0.2708
164,hardworking_struggler,4,3,Understanding,0.5594,0.6536,0.0291,0.7789,0.639,0.8016,0.4415,0.4671
164,hardworking_struggler,5,3,Understanding,0.6574,0.9211,0.2132,0.6346,1.0,0.631,0.8015,0.2508
165,fast_learner,0,1,Unclear,0.2192,0.4592,0.2933,0.3392,0.4485,0.3072,0.2527,0.707
165,fast_learner,1,3,Understanding,0.8421,0.6784,0.0884,0.5453,0.7396,0.7114,0.6144,0.4378
165,fast_learner,2,4,Confident,0.8236,0.7728,0.0932,0.4369,0.6776,0.6503,1.0,0.1927
165,fast_learner,3,4,Confident,0.8751,0.7905,0.0097,0.8117,0.6994,0.7442,0.7187,0.1
165,fast_learner,4,4,Confident,0.9107,0.7072,0.126,0.8917,0.867,0.839,0.9328,0.5341
165,fast_learner,5,4,Confident,0.7754,0.6966,0.2256,1.0,0.639,0.7054,0.8079,0.4092
165,fast_learner,6,4,Confident,0.6833,1.0,0.0812,0.8545,0.7254,0.8606,0.6532,0.1407
165,fast_learner,7,1,Unclear,0.0229,0.3197,0.3136,0.2637,0.2839,0.3705,0.1131,0.7188
165,fast_learner,8,2,Struggling but Trying,0.3125,0.5063,0.2705,0.4947,0.4912,0.8888,0.2397,0.7582
166,strong,0,3,Understanding,0.7532,0.813,0.153,0.6975,0.4863,0.7087,0.6208,0.6091
166,strong,1,2,Struggling but Trying,0.4765,0.5226,0.4158,0.534,0.8493,0.5784,0.1902,0.4532
166,strong,2,3,Understanding,0.6582,0.7674,0.2097,0.5687,0.6324,0.7343,0.8377,0.6702
166,strong,3,4,Confident,0.9131,0.9835,0.0244,0.7531,0.7345,0.6728,0.8272,0.1047
166,strong,4,4,Confident,0.9344,0.993,0.0,1.0,0.5613,0.6442,0.7693,0.42
166,strong,5,4,Confident,0.8556,0.7707,0.0,0.9359,0.8458,0.9758,0.9016,0.0
166,strong,6,4,Confident,0.9265,0.813,0.0,0.6676,0.8637,0.8593,0.9152,0.1676
166,strong,7,4,Confident,0.7462,0.837,0.0,0.6118,0.7113,1.0,0.6159,0.0883
166,strong,8,4,Confident,1.0,0.8702,0.1202,0.7595,0.6887,0.8107,0.7644,0.3442
166,strong,9,3,Understanding,0.789,0.7039,0.0985,0.4528,0.5824,0.9058,0.6229,0.4862
167,fast_learner,0,1,Unclear,0.2871,0.3821,0.2596,0.259,0.4145,0.4725,0.3127,0.9475
167,fast_learner,1,3,Understanding,0.808,0.5845,0.1855,0.735,0.6388,0.5917,0.3938,0.37
167,fast_learner,2,4,Confident,0.7722,0.8597,0.0,0.7719,0.6124,0.7899,0.7849,0.0953
167,fast_learner,3,4,Confident,0.7866,0.7186,0.1583,0.7568,0.4857,0.719,0.9689,0.151
167,fast_learner,4,4,Confident,0.7943,0.9003,0.1537,0.854,0.5851,0.6775,1.0,0.1454
167,fast_learner,5,4,Confident,0.837,0.8641,0.0,0.727,0.645,0.8293,0.8621,0.3101
167,fast_learner,6,4,Confident,0.787,0.8683,0.0,0.9294,0.7363,0.7576,0.9101,0.2401
167,fast_learner,7,4,Confident,0.7739,0.9558,0.0584,0.5982,0.7923,0.7273,0.7363,0.1012
168,strong,0,3,Understanding,0.712,0.8578,0.1754,0.5485,0.8835,0.5738,0.6845,0.5134
168,strong,1,4,Confident,0.9498,0.7986,0.1195,0.5792,0.7902,0.7464,0.9995,0.2443
168,strong,2,3,Understanding,0.7508,0.6872,0.1988,0.7453,0.7566,0.452,0.5223,0.6299
168,strong,3,3,Understanding,0.7882,0.7706,0.0474,0.4106,0.6317,1.0,0.5378,0.3467
